id_puesto,municipio,zona,num_puesto,nombre_puesto,votos_camilo,votos_sanchez,votos_nanclares,votos_carvalho_2022,votos_hoyos,votos_zuluaga,votos_creemos,votos_pacto,votos_cd_total,nombre_norm,PUESTO,DIRECCIÓN,lat,lon,COMUNA,tipo_match,pct_medellin_camilo,pct_zona_camilo,pct_medellin_carvalho,pct_zona_carvalho,pct_medellin_sanchez,pct_zona_sanchez,pct_medellin_nanclares,pct_zona_nanclares,pct_medellin_hoyos,pct_zona_hoyos,pct_medellin_creemos,pct_zona_creemos,pct_medellin_pacto,pct_zona_pacto,pct_medellin_cd,pct_zona_cd
15_2,MEDELLIN,15,2.0,I.E. JUAN DE LA CRUZ POSADA,12,8,12,71,19,38,519,436,937,I.E. JUAN DE LA CRUZ POSADA,I.E. JUAN DE LA CRUZ POSADA,CL 62 # 39-22,6.253779,-75.5545627,08COMUNA 8 VILLA HERMOSA,exacto,0.1821,13.1868,0.2963,20.4023,0.2813,13.3333,0.3899,22.2222,0.1222,16.9643,0.313,11.3344,0.2575,7.2233,0.3137,14.6041
15_3,MEDELLIN,15,3.0,I.E.JOSE CELESTINO MUTIS,11,8,3,27,16,27,516,631,817,I.E.JOSE CELESTINO MUTIS,I.E.JOSE CELESTINO MUTIS,CALLE 65 No. 45-15,6.2588911,-75.5569624,08COMUNA 8 VILLA HERMOSA,exacto,0.1669,12.0879,0.1127,7.7586,0.2813,13.3333,0.0975,5.5556,0.1029,14.2857,0.3112,11.2688,0.3726,10.4539,0.2735,12.7338
15_4,MEDELLIN,15,4.0,I.T.M. (CAMPUS FRATERNIDAD),6,1,1,23,3,11,217,417,305,I.T.M. (CAMPUS FRATERNIDAD),,,6.245338,-75.550949,,,0.091,6.5934,0.096,6.6092,0.0352,1.6667,0.0325,1.8519,0.0193,2.6786,0.1309,4.739,0.2463,6.9085,0.1021,4.7537
15_5,MEDELLIN,15,5.0,SEC.ESC.JULIA AGUDELO,17,17,17,74,37,101,1432,1806,2024,SEC.ESC.JULIA AGUDELO,SEC.ESC.JULIA AGUDELO,CL 58 # 28-58,6.2499357,-75.5489633,08COMUNA 8 VILLA HERMOSA,exacto,0.258,18.6813,0.3088,21.2644,0.5977,28.3333,0.5523,31.4815,0.238,33.0357,0.8637,31.2732,1.0665,29.9205,0.6775,31.5461
15_6,MEDELLIN,15,6.0,SEC.ESC.NIÑO JESUS DE PRAGA,8,8,3,15,8,18,304,528,267,SEC.ESC.NIÃ‘O JESUS DE PRAGA,SEC.ESC.NIÑO JESUS DE PRAGA,CALLE 57C No. 23-200,6.2486595,-75.5457866,08COMUNA 8 VILLA HERMOSA,fuzzy,0.1214,8.7912,0.0626,4.3103,0.2813,13.3333,0.0975,5.5556,0.0515,7.1429,0.1834,6.639,0.3118,8.7475,0.0894,4.1615
15_7,MEDELLIN,15,7.0,I.E.SOL DE ORIENTE,2,0,0,2,2,16,107,445,196,I.E.SOL DE ORIENTE,I.E.SOL DE ORIENTE,CARRERA 23 No. 56EH - 200,6.2449345,-75.5405979,08COMUNA 8 VILLA HERMOSA,exacto,0.0303,2.1978,0.0083,0.5747,0.0,0.0,0.0,0.0,0.0129,1.7857,0.0645,2.3368,0.2628,7.3724,0.0656,3.0549
15_8,MEDELLIN,15,8.0,I.E. LUIS CARLOS GALAN SARMIENTO,2,4,1,10,2,12,228,576,276,I.E. LUIS CARLOS GALAN SARMIENTO,IE LUIS CARLOS GALAN SARMIENTO PPAL,CRA 24B No 57EE-45,6.2503967,-75.5469371,08COMUNA 8 VILLA HERMOSA,fuzzy,0.0303,2.1978,0.0417,2.8736,0.1406,6.6667,0.0325,1.8519,0.0129,1.7857,0.1375,4.9793,0.3401,9.5427,0.0924,4.3017
15_9,MEDELLIN,15,9.0,IE ESC NORMAL SUPERIOR DE MEDELLIN,4,3,0,4,3,11,183,283,198,IE ESC NORMAL SUPERIOR DE MEDELLIN,IE ESC NORMAL SUPERIOR DE MEDELLIN,CRA 34 No 65 - 02,6.2544209,-75.5487597,08COMUNA 8 VILLA HERMOSA,exacto,0.0607,4.3956,0.0167,1.1494,0.1055,5.0,0.0,0.0,0.0193,2.6786,0.1104,3.9965,0.1671,4.6885,0.0663,3.086
16_1,MEDELLIN,16,1.0,SEC. ESC. VILLA TURBAY,0,1,4,3,4,10,150,386,302,SEC. ESC. VILLA TURBAY,I.E. VILLA TURBAY,KR 2 # 55F-17,6.2357365,-75.53021,08COMUNA 8 VILLA HERMOSA,fuzzy,0.0,0.0,0.0125,4.6875,0.0352,4.7619,0.13,19.0476,0.0257,7.0175,0.0905,7.515,0.2279,12.689,0.1011,10.6941
16_2,MEDELLIN,16,2.0,SECCION ESCUELA HOGAR ANTIOQUIA,0,1,2,11,14,16,147,231,285,SECCION ESCUELA HOGAR ANTIOQUIA,SECCION ESCUELA HOGAR ANTIOQUIA,CALLE 52A No 12 34,6.2342969,-75.5389514,08COMUNA 8 VILLA HERMOSA,exacto,0.0,0.0,0.0459,17.1875,0.0352,4.7619,0.065,9.5238,0.09,24.5614,0.0887,7.3647,0.1364,7.5937,0.0954,10.0921
16_3,MEDELLIN,16,3.0,SEC ESC SOR MARIA LUISA COURBIN,3,8,6,22,10,45,652,665,826,SEC ESC SOR MARIA LUISA COURBIN,SEC ESC SOR MARIA LUISA COURBIN,KR 12 # 52-44,6.2340857,-75.5384505,08COMUNA 8 VILLA HERMOSA,exacto,0.0455,33.3333,0.0918,34.375,0.2813,38.0952,0.1949,28.5714,0.0643,17.5439,0.3933,32.6653,0.3927,21.8606,0.2765,29.2493
16_4,MEDELLIN,16,4.0,I.E. SAN FRANCISCO DE ASIS,0,4,4,10,9,24,418,805,605,I.E. SAN FRANCISCO DE ASIS,I.E. SAN FRANCISCO DE ASIS,CL 56 # 16-18,6.2383791,-75.5397024,08COMUNA 8 VILLA HERMOSA,exacto,0.0,0.0,0.0417,15.625,0.1406,19.0476,0.13,19.0476,0.0579,15.7895,0.2521,20.9419,0.4754,26.4629,0.2025,21.4235
16_5,MEDELLIN,16,5.0,IE FELIX HENAO BOTERO,6,7,5,18,19,27,595,852,746,IE FELIX HENAO BOTERO,IE FELIX HENAO BOTERO,CLL 52 No 23-51,6.2408062,-75.5466873,08COMUNA 8 VILLA HERMOSA,exacto,0.091,66.6667,0.0751,28.125,0.2461,33.3333,0.1624,23.8095,0.1222,33.3333,0.3589,29.8096,0.5031,28.0079,0.2497,26.4164
16_6,MEDELLIN,16,6.0,IE GABRIEL GARCIA MARQUEZ,0,0,0,0,1,5,34,103,60,IE GABRIEL GARCIA MARQUEZ,IE GABRIEL GARCIA MARQUEZ,CRA 8A No. 57A - 93,6.2368344,-75.5336684,08COMUNA 8 VILLA HERMOSA,exacto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,1.7544,0.0205,1.7034,0.0608,3.3859,0.0201,2.1246
17_1,MEDELLIN,17,1.0,I.E.GUADALUPANO LA SALLE,24,12,11,87,33,71,1047,1164,1596,I.E.GUADALUPANO LA SALLE,I.E.GUADALUPANO LA SALLE,CALLE 49 No. 17 B 21,6.236225,-75.5444385,09COMUNA 9 BUENOS AIRES,exacto,0.3642,16.3265,0.363,15.6194,0.4219,12.2449,0.3574,15.0685,0.2122,15.0,0.6315,16.1574,0.6874,16.1599,0.5343,17.7788
17_2,MEDELLIN,17,2.0,IE MERCEDITAS GOMEZ MARTINEZ,26,12,7,103,40,51,1169,1183,1445,IE MERCEDITAS GOMEZ MARTINEZ,IE MERCEDITAS GOMEZ MARTINEZ,CL 45 # 18-03,6.23351,-75.5468405,09COMUNA 9 BUENOS AIRES,exacto,0.3945,17.6871,0.4298,18.4919,0.4219,12.2449,0.2274,9.589,0.2573,18.1818,0.7051,18.0401,0.6986,16.4237,0.4837,16.0967
17_3,MEDELLIN,17,3.0,I.E. MANUEL JOSÉ CAYZEDO,22,20,12,66,25,39,708,986,1036,I.E. MANUEL JOSÃ‰ CAYZEDO,MANUEL JOSÈ CAYZEDO,CLl 50 No 29-82,6.2414416,-75.5520487,09COMUNA 9 BUENOS AIRES,fuzzy,0.3338,14.966,0.2754,11.8492,0.7032,20.4082,0.3899,16.4384,0.1608,11.3636,0.427,10.9259,0.5823,13.6887,0.3468,11.5406
17_4,MEDELLIN,17,4.0,I.E. LA MILAGROSA,44,16,21,237,74,115,2011,1706,2952,I.E. LA MILAGROSA,I.E. LA MILAGROSA,KR 29 # 41-14,6.2351204,-75.5547173,09COMUNA 9 BUENOS AIRES,exacto,0.6677,29.932,0.9889,42.5494,0.5626,16.3265,0.6823,28.7671,0.4759,33.6364,1.213,31.034,1.0074,23.6846,0.9882,32.884
17_5,MEDELLIN,17,5.0,COLEGIO EUCARISTICO,16,15,11,43,28,44,720,822,909,COLEGIO EUCARISTICO,COLEGIO EUCARISTICO,CRA 28 No 42-62,6.2353641,-75.5535999,09COMUNA 9 BUENOS AIRES,exacto,0.2428,10.8844,0.1794,7.7199,0.5274,15.3061,0.3574,15.0685,0.1801,12.7273,0.4343,11.1111,0.4854,11.4119,0.3043,10.1259
17_6,MEDELLIN,17,6.0,SENA - SEDE BUENOS AIRES,5,9,4,8,6,13,175,386,220,SENA - SEDE BUENOS AIRES,SENA SD BUENOS AIRES,CLL 48 No 28-00,6.239476,-75.5523373,09COMUNA 9 BUENOS AIRES,fuzzy,0.0759,3.4014,0.0334,1.4363,0.3165,9.1837,0.13,5.4795,0.0386,2.7273,0.1056,2.7006,0.2279,5.3589,0.0736,2.4507
17_7,MEDELLIN,17,7.0,IE ARZOBISPO TULIO BOTERO SALAZAR,3,5,2,3,3,15,129,278,193,IE ARZOBISPO TULIO BOTERO SALAZAR,IE ARZOBISPO TULIO BOTERO SALAZAR,CLL 49A No 03A - 006,6.2300656,-75.5326104,09COMUNA 9 BUENOS AIRES,exacto,0.0455,2.0408,0.0125,0.5386,0.1758,5.102,0.065,2.7397,0.0193,1.3636,0.0778,1.9907,0.1642,3.8595,0.0646,2.1499
17_8,MEDELLIN,17,8.0,IE MADRE LAURA,4,6,1,10,7,14,273,331,357,IE MADRE LAURA,IE MADRE LAURA,CLL 45 No 22A - 81,6.2354493,-75.5508485,09COMUNA 9 BUENOS AIRES,exacto,0.0607,2.7211,0.0417,1.7953,0.211,6.1224,0.0325,1.3699,0.045,3.1818,0.1647,4.213,0.1955,4.5953,0.1195,3.9768
17_9,MEDELLIN,17,9.0,SECCION ESCUELA ALEJANDRO ECHAVARRIA,3,3,4,0,4,5,248,347,269,SECCION ESCUELA ALEJANDRO ECHAVARRIA,SECCION ESCUELA ALEJANDRO ECHAVARRIA,CARRERA 16 NO 49B 8,6.2349272,-75.5423472,09COMUNA 9 BUENOS AIRES,exacto,0.0455,2.0408,0.0,0.0,0.1055,3.0612,0.13,5.4795,0.0257,1.8182,0.1496,3.8272,0.2049,4.8174,0.09,2.9965
18_1,MEDELLIN,18,1.0,I.E. GABRIELA GOMEZ CARVAJAL,20,4,11,59,36,62,770,1020,1114,I.E. GABRIELA GOMEZ CARVAJAL,IE LORETO GABRIELA GOMEZ CARVAJAL,KR 32 # 34-06,6.2312734,-75.5597163,09COMUNA 9 BUENOS AIRES,fuzzy,0.3035,18.018,0.2462,12.8821,0.1406,7.4074,0.3574,18.0328,0.2315,17.3077,0.4644,16.8601,0.6023,22.8392,0.3729,16.2272
18_2,MEDELLIN,18,2.0,IE FEDERICO OZANAM,27,16,17,141,54,107,1364,1099,2055,IE FEDERICO OZANAM,IE FEDERICO OZANAM,CRA.36 No 45 - 08,6.2404694,-75.5582027,09COMUNA 9 BUENOS AIRES,exacto,0.4097,24.3243,0.5883,30.786,0.5626,29.6296,0.5523,27.8689,0.3473,25.9615,0.8227,29.8664,0.649,24.6082,0.6879,29.9345
18_3,MEDELLIN,18,3.0,ESC NORMAL SUPERIOR ANTIOQUEÑA,29,17,14,119,64,116,989,933,1690,ESC NORMAL SUPERIOR ANTIOQUEÃ‘A,ESC NORMAL SUPERIOR ANTIOQUEÑA,KR 36A # 48-55,6.2424929,-75.5584713,09COMUNA 9 BUENOS AIRES,fuzzy,0.4401,26.1261,0.4965,25.9825,0.5977,31.4815,0.4548,22.9508,0.4116,30.7692,0.5965,21.6554,0.551,20.8912,0.5657,24.6176
18_4,MEDELLIN,18,4.0,SEC. ESC. JOSE DE SAN MARTIN,31,15,18,133,44,75,1297,1190,1851,SEC. ESC. JOSE DE SAN MARTIN,SEC. ESC. JOSE DE SAN MARTIN,CL 39 # 38- 21,6.2369565,-75.5626341,09COMUNA 9 BUENOS AIRES,exacto,0.4704,27.9279,0.555,29.0393,0.5274,27.7778,0.5848,29.5082,0.283,21.1538,0.7823,28.3994,0.7027,26.6458,0.6196,26.9629
18_5,MEDELLIN,18,5.0,SEC. ESC. JUAN CANCIO RESTREPO,4,2,1,6,10,6,147,224,155,SEC. ESC. JUAN CANCIO RESTREPO,SEC. ESC. JUAN CANCIO RESTREPO,CLL 45 No 31-63,6.2384978,-75.5556738,09COMUNA 9 BUENOS AIRES,exacto,0.0607,3.6036,0.025,1.31,0.0703,3.7037,0.0325,1.6393,0.0643,4.8077,0.0887,3.2187,0.1323,5.0157,0.0519,2.2578
19_1,MEDELLIN,19,1.0,I.E. TULIO OSPINA,23,12,14,101,46,57,701,944,1642,I.E. TULIO OSPINA,I.E. TULIO OSPINA,KR 51 D # 60-38,6.2591134,-75.5662527,10COMUNA 10 LA CANDELARIA,exacto,0.349,9.8712,0.4214,15.8805,0.4219,10.2564,0.4548,16.4706,0.2959,16.4286,0.4228,13.4086,0.5575,13.7409,0.5497,16.2301
19_2,MEDELLIN,19,2.0,SEC. COL. AGUSTIN NIETO CABALLERO,8,3,5,45,22,22,285,346,623,SEC. COL. AGUSTIN NIETO CABALLERO,SEC ESC AGUSTIN NIETO CABALLERO,KR 40 # 59A-21,6.2523822,-75.5571236,10COMUNA 10 LA CANDELARIA,fuzzy,0.1214,3.4335,0.1878,7.0755,0.1055,2.5641,0.1624,5.8824,0.1415,7.8571,0.1719,5.4514,0.2043,5.0364,0.2085,6.158
19_3,MEDELLIN,19,3.0,COLEGIO SALESIANO EL SUFRAGIO,72,17,13,197,86,111,1494,1440,2745,COLEGIO SALESIANO EL SUFRAGIO,COLEGIO SALESIANO EL SUFRAGIO,KR 39 # 54-31,6.248296,-75.5580802,10COMUNA 10 LA CANDELARIA,exacto,1.0926,30.9013,0.822,30.9748,0.5977,14.5299,0.4224,15.2941,0.5531,30.7143,0.9011,28.5769,0.8504,20.9607,0.9189,27.1325
19_4,MEDELLIN,19,4.0,I.E. CENTRO FORMATIVO DE ANTIOQUIA -CEFA,53,38,23,159,62,174,1301,1828,2717,I.E. CENTRO FORMATIVO DE ANTIOQUIA -CEFA,I.E. CEFA,CL 50 # 41-55,6.2464754,-75.5619144,10COMUNA 10 LA CANDELARIA,manual,0.8042,22.7468,0.6634,25.0,1.3361,32.4786,0.7472,27.0588,0.3988,22.1429,0.7847,24.8852,1.0795,26.6084,0.9095,26.8558
19_5,MEDELLIN,19,5.0,I.E. HECTOR ABAD GOMEZ,49,19,16,98,40,74,957,1365,1574,I.E. HECTOR ABAD GOMEZ,I.E. HECTOR ABAD GOMEZ,CL 50 #39-65,6.2455254,-75.5599889,10COMUNA 10 LA CANDELARIA,exacto,0.7436,21.03,0.4089,15.4088,0.6681,16.2393,0.5198,18.8235,0.2573,14.2857,0.5772,18.3053,0.8061,19.869,0.5269,15.558
19_6,MEDELLIN,19,6.0,I.E. JAVIERA LONDOÑO,21,21,7,26,16,20,278,526,497,I.E. JAVIERA LONDOÃ‘O,I.E. JAVIERA LONDOÑO,CL 71 # 51D-26,6.2681464,-75.5649129,04COMUNA 4 ARANJUEZ,fuzzy,0.3187,9.0129,0.1085,4.0881,0.7384,17.9487,0.2274,8.2353,0.1029,5.7143,0.1677,5.3175,0.3106,7.6565,0.1664,4.9125
19_7,MEDELLIN,19,7.0,I.T.M. (PRADO CENTRO),7,7,7,10,8,13,212,421,319,I.T.M. (PRADO CENTRO),I.T.M. (PRADO CENTRO),CRA 51 No 58-69,6.2575764,-75.5662123,10COMUNA 10 LA CANDELARIA,exacto,0.1062,3.0043,0.0417,1.5723,0.2461,5.9829,0.2274,8.2353,0.0515,2.8571,0.1279,4.0551,0.2486,6.1281,0.1068,3.1531
2_1,MEDELLIN,2,1.0,I.E. NUEVO HORIZONTE - PAULO VI,3,4,5,35,13,33,361,538,698,I.E. NUEVO HORIZONTE - PAULO VI,IE NUEVO HORIZONTES No 2,CARRERA 37 No 107AA 21,6.2947441,-75.5460378,01COMUNA 1 POPULAR,fuzzy,0.0455,15.7895,0.146,30.7018,0.1406,18.1818,0.1624,18.5185,0.0836,23.6364,0.2177,20.0111,0.3177,17.0199,0.2337,24.7342
2_2,MEDELLIN,2,2.0,SEC. ESC. DIVINA PROVIDENCIA,5,0,6,26,19,39,418,845,639,SEC. ESC. DIVINA PROVIDENCIA,SEC. ESC. DIVINA PROVIDENCIA,CL 108 NO 43B - 17,6.2973347,-75.5492118,01COMUNA 1 POPULAR,exacto,0.0759,26.3158,0.1085,22.807,0.0,0.0,0.1949,22.2222,0.1222,34.5455,0.2521,23.1707,0.499,26.732,0.2139,22.6435
2_3,MEDELLIN,2,3.0,SEC.ESC.AGRIPINA MONTES DEL VALLE,4,6,6,14,16,55,475,497,743,SEC.ESC.AGRIPINA MONTES DEL VALLE,SEC.ESC.AGRIPINA MONTES DEL VALLE,CALLE 95 #42 B 44,6.2863543,-75.5503877,01COMUNA 1 POPULAR,exacto,0.0607,21.0526,0.0584,12.2807,0.211,27.2727,0.1949,22.2222,0.1029,29.0909,0.2865,26.3304,0.2935,15.7229,0.2487,26.3288
2_4,MEDELLIN,2,4.0,I.E.FEDERICO CARRASQUILLA,4,5,4,4,4,13,188,568,271,I.E.FEDERICO CARRASQUILLA,I.E.FEDERICO CARRASQUILLA,Cra 45 # 108-110,6.2985923,-75.5494982,01COMUNA 1 POPULAR,exacto,0.0607,21.0526,0.0167,3.5088,0.1758,22.7273,0.13,14.8148,0.0257,7.2727,0.1134,10.4213,0.3354,17.969,0.0907,9.6031
2_5,MEDELLIN,2,5.0,I.E.GUADALUPE,3,7,6,35,3,39,362,713,471,I.E.GUADALUPE,I.E.GUADALUPE,Cra 42B 95A -23,6.2868493,-75.550005,01COMUNA 1 POPULAR,exacto,0.0455,15.7895,0.146,30.7018,0.2461,31.8182,0.1949,22.2222,0.0193,5.4545,0.2183,20.0665,0.421,22.5562,0.1577,16.6903
20_1,MEDELLIN,20,1.0,CENTRO COMERCIAL SAN DIEGO,135,43,64,656,321,197,1673,1025,4611,CENTRO COMERCIAL SAN DIEGO,CENTRO COMERCIAL SAN DIEGO,CL 34 # 43-66,6.2341186,-75.5686026,10COMUNA 10 LA CANDELARIA,exacto,2.0486,72.5806,2.7372,85.528,1.512,53.75,2.0793,82.0513,2.0646,80.6533,1.0091,54.2829,0.6053,33.1501,1.5435,61.8843
20_2,MEDELLIN,20,2.0,ALCALDIA MUNICIPAL (SOTANO),32,8,10,80,54,108,912,1050,1894,ALCALDIA MUNICIPAL (SOTANO),ALCALDIA MUNICIPAL (SOTANO),CL 44 # 52-165,6.2447361,-75.5737805,10COMUNA 10 LA CANDELARIA,exacto,0.4856,17.2043,0.3338,10.4302,0.2813,10.0,0.3249,12.8205,0.3473,13.5678,0.5501,29.5912,0.6201,33.9586,0.634,25.4194
20_3,MEDELLIN,20,3.0,SENA,4,4,2,18,16,30,314,485,705,SENA,SENA,CL 51 # 57-70,6.2546931,-75.5748275,10COMUNA 10 LA CANDELARIA,exacto,0.0607,2.1505,0.0751,2.3468,0.1406,5.0,0.065,2.5641,0.1029,4.0201,0.1894,10.1882,0.2864,15.6856,0.236,9.4618
20_4,MEDELLIN,20,4.0,UNIVERSIDAD CLARETIANA,14,25,2,13,5,4,123,476,178,UNIVERSIDAD CLARETIANA,UNIVERSIDAD CLARETIANA,CARRERA 55A # 61-06,6.2604137,-75.5701756,10COMUNA 10 LA CANDELARIA,exacto,0.2124,7.5269,0.0542,1.6949,0.879,31.25,0.065,2.5641,0.0322,1.2563,0.0742,3.9909,0.2811,15.3946,0.0596,2.3889
20_5,MEDELLIN,20,5.0,PLAZA MINORISTA JOSE MARIA VILLA,1,0,0,0,2,4,60,56,63,PLAZA MINORISTA JOSE MARIA VILLA,,,6.257058,-75.573546,,,0.0152,0.5376,0.0,0.0,0.0,0.0,0.0,0.0,0.0129,0.5025,0.0362,1.9468,0.0331,1.8111,0.0211,0.8455
21_1,MEDELLIN,21,1.0,INSTITUTO JORGE ROBLEDO,120,32,54,369,113,68,995,945,2272,INSTITUTO JORGE ROBLEDO,INSTITUTO JORGE ROBLEDO,CL 51 # 65 - 72,6.2573614,-75.5820395,11COMUNA 11 LAURELES,exacto,1.8209,27.1493,1.5397,28.1465,1.1252,20.6452,1.7544,35.5263,0.7268,23.299,0.6002,18.4704,0.5581,25.3351,0.7605,20.6377
21_2,MEDELLIN,21,2.0,I.E. MATER DEI,95,30,28,408,161,153,1276,579,3072,I.E. MATER DEI,INST.EDUC. MATER DEI,KR 68 # 42-70,6.247456,-75.5860724,11COMUNA 11 LAURELES,fuzzy,1.4416,21.4932,1.7024,31.1213,1.0549,19.3548,0.9097,18.4211,1.0355,33.1959,0.7696,23.6867,0.3419,15.5228,1.0283,27.9044
21_3,MEDELLIN,21,3.0,I.E. MARCO FIDEL SUAREZ,84,20,28,251,82,97,1067,821,1989,I.E. MARCO FIDEL SUAREZ,,,6.25764,-75.586,,,1.2747,19.0045,1.0473,19.1457,0.7032,12.9032,0.9097,18.4211,0.5274,16.9072,0.6436,19.8069,0.4848,22.0107,0.6658,18.067
21_4,MEDELLIN,21,4.0,COL. CALASANZ (FEM) CAMPESTRE ESCOLAPIAS,80,51,25,187,81,107,1361,865,2454,COL. CALASANZ (FEM) CAMPESTRE ESCOLAPIAS,COLEGIO CALASANZ FEMENINO,CALLE 55 No 77-71,6.2664968,-75.5902849,11COMUNA 11 LAURELES,manual,1.214,18.0995,0.7803,14.2639,1.7932,32.9032,0.8122,16.4474,0.521,16.701,0.8209,25.2645,0.5108,23.1903,0.8215,22.2909
